   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
191             ,  144 50 24 ,   94 01 29,     10.857,      0.000,      0.000,      -25.463,        2.008,     -1.292
192             ,  158 31 54 ,   95 33 04,     10.343,      0.000,      0.000,      -27.932,        1.281,     -1.530
193             ,  176 02 46 ,   97 23 13,      9.921,      0.000,      0.000,      -31.021,        1.047,     -1.805
194             ,  194 35 57 ,   99 09 47,      8.657,      0.000,      0.000,      -33.854,        2.591,     -1.908
195             ,  210 28 28 ,  105 54 53,      6.391,      0.000,      0.000,      -34.817,        5.565,     -2.282
196             ,  237 32 28 ,  115 41 33,      4.049,      0.000,      0.000,      -34.779,        8.903,     -2.285
197             ,  278 05 37 ,  122 03 46,      3.243,      0.000,      0.000,      -34.420,       11.249,     -2.251
198             ,  319 20 22 ,  127 14 09,      2.447,      0.000,      0.000,      -32.969,       12.340,     -2.011
199             ,  332 00 57 ,  108 27 19,      6.196,      0.000,      0.000,      -34.458,       16.052,     -2.491
200             ,  349 13 42 ,  101 01 52,      9.304,      0.000,      0.000,      -33.407,       19.833,     -2.310
201             ,    2 48 09 ,   96 58 01,     10.331,      0.000,      0.000,      -31.198,       21.105,     -1.783
202             ,   20 36 04 ,   93 23 45,     13.084,      0.000,      0.000,      -27.104,       23.088,     -1.305
203             ,   36 33 33 ,   91 52 58,     12.412,      0.000,      0.000,      -24.310,       20.827,     -0.938
204             ,   46 05 34 ,   92 16 54,     10.158,      0.000,      0.000,      -24.387,       17.901,     -0.934
205             ,   74 02 16 ,   93 43 47,      7.427,      0.000,      0.000,      -24.574,       12.900,     -1.013
206             ,  109 54 32 ,   95 10 14,      7.550,      0.000,      0.000,      -24.630,        8.301,     -1.210
207             ,  127 37 57 ,   94 07 00,      9.058,      0.000,      0.000,      -24.545,        5.345,     -1.180
208             ,  144 12 05 ,   94 00 09,     10.824,      0.000,      0.000,      -25.384,        2.104,     -1.285
209             ,  148 01 27 ,   96 58 13,      8.000,      0.000,      0.000,      -27.494,        4.125,     -1.501
210             ,  130 01 23 ,  102 03 32,      4.901,      0.000,      0.000,      -28.029,        7.779,     -1.554
211             ,  100 30 17 ,  104 40 03,      4.058,      0.000,      0.000,      -27.840,       10.146,     -1.557
212             ,   62 30 38 ,   98 10 13,      5.351,      0.000,      0.000,      -27.001,       13.307,     -1.290
213             ,   43 51 26 ,   95 35 59,      7.281,      0.000,      0.000,      -26.679,       16.087,     -1.240
214             ,   32 27 34 ,   94 07 48,      9.517,      0.000,      0.000,      -26.605,       18.871,     -1.215
215             ,   22 03 38 ,   93 12 00,     13.133,      0.000,      0.000,      -26.775,       23.014,     -1.263
216             ,   16 11 21 ,   95 46 51,      9.738,      0.000,      0.000,      -28.999,       20.166,     -1.511
217             ,   20 50 44 ,   99 13 09,      6.468,      0.000,      0.000,      -29.428,       16.829,     -1.566
218             ,   32 31 46 ,  103 29 05,      4.638,      0.000,      0.000,      -29.275,       14.664,     -1.611
219             ,   84 33 37 ,  121 53 30,      2.366,      0.000,      0.000,      -29.700,       11.052,     -1.780
220             ,  143 12 36 ,  109 04 58,      3.740,      0.000,      0.000,      -29.583,        8.031,     -1.753
221             ,  161 47 50 ,  100 26 47,      6.588,      0.000,      0.000,      -29.676,        4.707,     -1.724
222             ,  169 44 44 ,   97 00 35,      9.888,      0.000,      0.000,      -29.953,        1.205,     -1.736
223             ,  179 35 23 ,   97 36 28,      9.934,      0.000,      0.000,      -31.629,        1.015,     -1.845
224             ,  186 11 39 ,  106 41 41,      5.111,      0.000,      0.000,      -32.228,        5.995,     -1.998
225             ,  201 03 36 ,  128 50 16,      2.435,      0.000,      0.000,      -32.381,        9.092,     -2.057
